Date of Purchase,Purchaser Name,Denomination
04-Jul-23,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
04-Jul-23,TRANSWAYS EXIM PRIVATE LIMITED,"1,00,00,000"
04-Jul-23,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
04-Jul-23,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
04-Jul-23,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
04-Jul-23,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
04-Jul-23,VENKAT PRANEETH DEVELOPRS (P) LTD,"1,00,00,000"
05-Jul-23,ALEMBICPHARMACEUTICALSLINCLRTGS,"10,00,000"
05-Jul-23,ALEMBICPHARMACEUTICALSLINCLRTGS,"10,00,000"
05-Jul-23,ALEMBICPHARMACEUTICALSLINCLRTGS,"10,00,000"
05-Jul-23,ALEMBICPHARMACEUTICALSLINCLRTGS,"10,00,000"
05-Jul-23,ALEMBICPHARMACEUTICALSLINCLRTGS,"10,00,000"
05-Jul-23,DIVI S LABORATORIES LIMITED,"1,00,00,000"
05-Jul-23,DIVI S LABORATORIES LIMITED,"1,00,00,000"
05-Jul-23,DIVI S LABORATORIES LIMITED,"1,00,00,000"
05-Jul-23,DIVI S LABORATORIES LIMITED,"1,00,00,000"
05-Jul-23,DIVI S LABORATORIES LIMITED,"1,00,00,000"
05-Jul-23,DIVI S LABORATORIES LIMITED,"1,00,00,000"
05-Jul-23,DIVI S LABORATORIES LIMITED,"1,00,00,000"
05-Jul-23,DIVI S LABORATORIES LIMITED,"1,00,00,000"
05-Jul-23,DIVI S LABORATORIES LIMITED,"1,00,00,000"
05-Jul-23,DIVI S LABORATORIES LIMITED,"1,00,00,000"
05-Jul-23,DIVI S LABORATORIES LIMITED,"1,00,00,000"
05-Jul-23,DIVI S LABORATORIES LIMITED,"1,00,00,000"
05-Jul-23,DIVI S LABORATORIES LIMITED,"1,00,00,000"
05-Jul-23,DIVI S LABORATORIES LIMITED,"1,00,00,000"
05-Jul-23,DIVI S LABORATORIES LIMITED,"1,00,00,000"
05-Jul-23,DIVI S LABORATORIES LIMITED,"1,00,00,000"
05-Jul-23,DIVI S LABORATORIES LIMITED,"1,00,00,000"
05-Jul-23,DIVI S LABORATORIES LIMITED,"1,00,00,000"
05-Jul-23,DIVI S LABORATORIES LIMITED,"1,00,00,000"
05-Jul-23,DIVI S LABORATORIES LIMITED,"1,00,00,000"
05-Jul-23,KALPATARU PROJECTS INTERNATIONAL LIMITED,"1,00,00,000"
05-Jul-23,KALPATARU PROJECTS INTERNATIONAL LIMITED,"1,00,00,000"
05-Jul-23,KALPATARU PROJECTS INTERNATIONAL LIMITED,"1,00,00,000"
05-Jul-23,KALPATARU PROJECTS INTERNATIONAL LIMITED,"1,00,00,000"
05-Jul-23,KALPATARU PROJECTS INTERNATIONAL LIMITED,"1,00,00,000"
05-Jul-23,KALPATARU PROJECTS INTERNATIONAL LIMITED,"1,00,00,000"
05-Jul-23,KALPATARU PROJECTS INTERNATIONAL LIMITED,"1,00,00,000"
05-Jul-23,KALPATARU PROJECTS INTERNATIONAL LIMITED,"1,00,00,000"
05-Jul-23,KALPATARU PROJECTS INTERNATIONAL LIMITED,"1,00,00,000"
05-Jul-23,KALPATARU PROJECTS INTERNATIONAL LIMITED,"1,00,00,000"
05-Jul-23,KITEX CHILDRENSWEAR LTD,"1,00,00,000"
05-Jul-23,KITEX CHILDRENSWEAR LTD,"1,00,00,000"
05-Jul-23,KITEX CHILDRENSWEAR LTD,"1,00,00,000"
05-Jul-23,KITEX CHILDRENSWEAR LTD,"1,00,00,000"
05-Jul-23,KITEX CHILDRENSWEAR LTD,"1,00,00,000"
05-Jul-23,KITEX GARMENTS LIMITED,"1,00,00,000"
05-Jul-23,KITEX GARMENTS LIMITED,"1,00,00,000"
05-Jul-23,KITEX GARMENTS LIMITED,"1,00,00,000"
05-Jul-23,KITEX GARMENTS LIMITED,"1,00,00,000"
05-Jul-23,KITEX GARMENTS LIMITED,"1,00,00,000"
05-Jul-23,KITEX GARMENTS LIMITED,"1,00,00,000"
05-Jul-23,KITEX GARMENTS LIMITED,"1,00,00,000"
05-Jul-23,KITEX GARMENTS LIMITED,"1,00,00,000"
05-Jul-23,KITEX GARMENTS LIMITED,"1,00,00,000"
05-Jul-23,KITEX GARMENTS LIMITED,"1,00,00,000"
05-Jul-23,MANOTOSH DAS,"10,00,000"
05-Jul-23,MANOTOSH DAS,"10,00,000"
05-Jul-23,MANOTOSH DAS,"10,00,000"
05-Jul-23,MANOTOSH DAS,"10,00,000"
05-Jul-23,MANOTOSH DAS,"10,00,000"
05-Jul-23,MANOTOSH DAS,"10,00,000"
05-Jul-23,MANOTOSH DAS,"10,00,000"
05-Jul-23,MANOTOSH DAS,"10,00,000"
05-Jul-23,MANOTOSH DAS,"10,00,000"
05-Jul-23,MANOTOSH DAS,"10,00,000"
05-Jul-23,MANOTOSH DAS,"10,00,000"
05-Jul-23,MANOTOSH DAS,"10,00,000"
05-Jul-23,RAMESH AGARWAL C S BOTTLING PL,"10,00,000"
05-Jul-23,RAMESH AGARWAL C S BOTTLING PL,"10,00,000"
05-Jul-23,RAMESH AGARWAL C S BOTTLING PL,"10,00,000"
05-Jul-23,RAMESH AGARWAL C S BOTTLING PL,"10,00,000"
05-Jul-23,RAMESH AGARWAL C S BOTTLING PL,"10,00,000"
05-Jul-23,RAMESH AGARWAL C S BOTTLING PL,"10,00,000"
05-Jul-23,RAMESH AGARWAL C S BOTTLING PL,"10,00,000"
05-Jul-23,RAMESH AGARWAL C S BOTTLING PL,"10,00,000"
05-Jul-23,RAMESH AGARWAL C S BOTTLING PL,"10,00,000"
05-Jul-23,RAMESH AGARWAL C S BOTTLING PL,"10,00,000"
05-Jul-23,RAMESH AGARWAL C S BOTTLING PL,"10,00,000"
05-Jul-23,RAMESH AGARWAL C S BOTTLING PL,"10,00,000"
05-Jul-23,RAMESH AGARWAL C S BOTTLING PL,"10,00,000"
05-Jul-23,RAMESH AGARWAL C S BOTTLING PL,"10,00,000"
05-Jul-23,RAMESH AGARWAL C S BOTTLING PL,"10,00,000"
05-Jul-23,SENGUPTA AND SENGUPTA PRIVATE LIMIT,"1,00,00,000"
05-Jul-23,SENGUPTA AND SENGUPTA PRIVATE LIMIT,"1,00,00,000"
05-Jul-23,WPIL LIMITED,"1,00,00,000"
05-Jul-23,WPIL LIMITED,"1,00,00,000"
05-Jul-23,WPIL LIMITED,"1,00,00,000"
05-Jul-23,WPIL LIMITED,"1,00,00,000"
05-Jul-23,WPIL LIMITED,"1,00,00,000"
05-Jul-23,WPIL LIMITED,"1,00,00,000"
05-Jul-23,WPIL LIMITED,"1,00,00,000"
06-Jul-23,AALAYA CONSTRUCTIONS,"1,00,00,000"
06-Jul-23,BHASWINI DEVELOPERS,"1,00,00,000"
06-Jul-23,CASTLE LIQUORS PRIVATE LIMITED,"10,00,000"
06-Jul-23,CASTLE LIQUORS PRIVATE LIMITED,"10,00,000"
06-Jul-23,CASTLE LIQUORS PRIVATE LIMITED,"10,00,000"
06-Jul-23,CASTLE LIQUORS PRIVATE LIMITED,"10,00,000"
06-Jul-23,CASTLE LIQUORS PRIVATE LIMITED,"10,00,000"
06-Jul-23,CASTLE LIQUORS PRIVATE LIMITED,"10,00,000"
06-Jul-23,CASTLE LIQUORS PRIVATE LIMITED,"10,00,000"
06-Jul-23,CASTLE LIQUORS PRIVATE LIMITED,"10,00,000"
06-Jul-23,CASTLE LIQUORS PRIVATE LIMITED,"10,00,000"
06-Jul-23,CASTLE LIQUORS PRIVATE LIMITED,"10,00,000"
06-Jul-23,CASTLE LIQUORS PRIVATE LIMITED,"10,00,000"
06-Jul-23,CASTLE LIQUORS PRIVATE LIMITED,"10,00,000"
06-Jul-23,CASTLE LIQUORS PRIVATE LIMITED,"10,00,000"
06-Jul-23,CASTLE LIQUORS PRIVATE LIMITED,"10,00,000"
06-Jul-23,CASTLE LIQUORS PRIVATE LIMITED,"10,00,000"
06-Jul-23,CASTLE LIQUORS PRIVATE LIMITED,"10,00,000"
06-Jul-23,CASTLE LIQUORS PRIVATE LIMITED,"10,00,000"
06-Jul-23,CASTLE LIQUORS PRIVATE LIMITED,"10,00,000"
06-Jul-23,CASTLE LIQUORS PRIVATE LIMITED,"10,00,000"
06-Jul-23,CASTLE LIQUORS PRIVATE LIMITED,"10,00,000"
06-Jul-23,DIVIT SECURITY,"10,00,000"
06-Jul-23,DIVIT SECURITY,"10,00,000"
06-Jul-23,DIVIT SECURITY,"10,00,000"
06-Jul-23,DIVIT SECURITY,"10,00,000"
06-Jul-23,DIVIT SECURITY,"10,00,000"
06-Jul-23,DIVIT SECURITY,"10,00,000"
06-Jul-23,DIVIT SECURITY,"10,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000"
06-Jul-23,IFB AGRO INDUSTRIES LIMITED,"1,00,00,000"
06-Jul-23,IFB AGRO INDUSTRIES LIMITED,"1,00,00,000"
06-Jul-23,IFB AGRO INDUSTRIES LIMITED,"1,00,00,000"
06-Jul-23,IFB AGRO INDUSTRIES LIMITED,"1,00,00,000"
06-Jul-23,IFB AGRO INDUSTRIES LIMITED,"1,00,00,000"
06-Jul-23,IFB AGRO INDUSTRIES LIMITED,"1,00,00,000"
06-Jul-23,IFB AGRO INDUSTRIES LIMITED,"1,00,00,000"
06-Jul-23,IFB AGRO INDUSTRIES LIMITED,"1,00,00,000"
06-Jul-23,IFB AGRO INDUSTRIES LIMITED,"1,00,00,000"
06-Jul-23,IFB AGRO INDUSTRIES LIMITED,"1,00,00,000"
06-Jul-23,IFB AGRO INDUSTRIES LIMITED,"1,00,00,000"
06-Jul-23,IFB AGRO INDUSTRIES LIMITED,"1,00,00,000"
06-Jul-23,IFB AGRO INDUSTRIES LIMITED,"1,00,00,000"
06-Jul-23,IFB AGRO INDUSTRIES LIMITED,"1,00,00,000"
06-Jul-23,IFB AGRO INDUSTRIES LIMITED,"1,00,00,000"
06-Jul-23,JINDAL STAINLESS LTD,"1,00,00,000"
06-Jul-23,JINDAL STAINLESS LTD,"1,00,00,000"
06-Jul-23,JINDAL STAINLESS LTD,"1,00,00,000"
06-Jul-23,JINDAL STAINLESS LTD,"1,00,00,000"
06-Jul-23,JINDAL STAINLESS LTD,"1,00,00,000"
06-Jul-23,JINDAL STAINLESS LTD,"1,00,00,000"
06-Jul-23,JINDAL STAINLESS LTD,"1,00,00,000"
06-Jul-23,JINDAL STAINLESS LTD,"1,00,00,000"
06-Jul-23,JINDAL STAINLESS LTD,"1,00,00,000"
06-Jul-23,JINDAL STAINLESS LTD,"1,00,00,000"
06-Jul-23,M S  VARAS INTERNATIONAL PVT LTD,"10,00,000"
06-Jul-23,M S  VARAS INTERNATIONAL PVT LTD,"10,00,000"
06-Jul-23,M S  VARAS INTERNATIONAL PVT LTD,"10,00,000"
06-Jul-23,M S  VARAS INTERNATIONAL PVT LTD,"10,00,000"
06-Jul-23,M S  VARAS INTERNATIONAL PVT LTD,"10,00,000"
06-Jul-23,M S  VARAS INTERNATIONAL PVT LTD,"10,00,000"
06-Jul-23,M S  VARAS INTERNATIONAL PVT LTD,"10,00,000"
06-Jul-23,M S  VARAS INTERNATIONAL PVT LTD,"10,00,000"
06-Jul-23,MKJ ENTERPRISES LIMITED,"1,00,00,000"
06-Jul-23,MKJ ENTERPRISES LIMITED,"1,00,00,000"
06-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,"1,00,00,000"
06-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,"1,00,00,000"
06-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,"1,00,00,000"
06-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,"1,00,00,000"
06-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,"1,00,00,000"
06-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,"1,00,00,000"
06-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,"1,00,00,000"
06-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,"1,00,00,000"
06-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,"1,00,00,000"
06-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,"1,00,00,000"
06-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,"1,00,00,000"
06-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,"1,00,00,000"
06-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,"1,00,00,000"
06-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,"1,00,00,000"
06-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,"1,00,00,000"
06-Jul-23,SRI DEVELOPERS,"1,00,00,000"
06-Jul-23,SRI KARTHIKEYA DEVELOPERS,"1,00,00,000"
06-Jul-23,VASUDHA DEVELOPERS,"1,00,00,000"
07-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,"1,00,00,000"
07-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,"1,00,00,000"
07-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,"1,00,00,000"
07-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,"1,00,00,000"
07-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,"1,00,00,000"
07-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,"1,00,00,000"
07-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,"1,00,00,000"
07-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,"1,00,00,000"
07-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,"1,00,00,000"
07-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,"1,00,00,000"
07-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,"1,00,00,000"
07-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,"1,00,00,000"
07-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,"1,00,00,000"
07-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,"1,00,00,000"
07-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,"1,00,00,000"
07-Jul-23,ASKUS LOGISTICS PRIVATE LIMITED,"1,00,00,000"
07-Jul-23,ASKUS LOGISTICS PRIVATE LIMITED,"1,00,00,000"
07-Jul-23,ASKUS LOGISTICS PRIVATE LIMITED,"1,00,00,000"
07-Jul-23,BALU CEMENT CORPORATION,"10,00,000"
07-Jul-23,BALU CEMENT CORPORATION,"10,00,000"
07-Jul-23,BALU CEMENT CORPORATION,"1,00,00,000"
07-Jul-23,BALU CEMENT CORPORATION,"10,00,000"
07-Jul-23,BALU CEMENT CORPORATION,"10,00,000"
07-Jul-23,BALU CEMENT CORPORATION,"10,00,000"
07-Jul-23,BALU IRON AND STEEL COMPANY,"1,00,00,000"
07-Jul-23,BALU IRON AND STEEL COMPANY,"1,00,00,000"
07-Jul-23,BALU IRON AND STEEL COMPANY,"1,00,00,000"
07-Jul-23,BALU IRON AND STEEL COMPANY,"1,00,00,000"
07-Jul-23,BALU IRON AND STEEL COMPANY,"1,00,00,000"
07-Jul-23,BALU IRON AND STEEL COMPANY,"1,00,00,000"
07-Jul-23,CHANDAKA SANYASI RAO,"1,00,000"
07-Jul-23,CHANDAKA SANYASI RAO,"1,00,000"
07-Jul-23,CHANDAKA SANYASI RAO,"1,00,000"
07-Jul-23,CHANDAKA SANYASI RAO,"1,00,000"
07-Jul-23,CHANDAKA SANYASI RAO,"1,00,000"
07-Jul-23,CROCHET TRADE AND INVESTMENT PVT LT,"10,00,000"
07-Jul-23,CROCHET TRADE AND INVESTMENT PVT LT,"10,00,000"
07-Jul-23,CROCHET TRADE AND INVESTMENT PVT LT,"10,00,000"
07-Jul-23,CROCHET TRADE AND INVESTMENT PVT LT,"10,00,000"
07-Jul-23,CROCHET TRADE AND INVESTMENT PVT LT,"1,00,00,000"
07-Jul-23,CROCHET TRADE AND INVESTMENT PVT LT,"10,00,000"
07-Jul-23,DINESH PROJECTS,"10,00,000"
07-Jul-23,DINESH PROJECTS,"1,00,000"
07-Jul-23,DINESH PROJECTS,"10,00,000"
07-Jul-23,DINESH PROJECTS,"1,00,000"
07-Jul-23,DINESH PROJECTS,"1,00,000"
07-Jul-23,DINESH PROJECTS,"1,00,000"
07-Jul-23,DINESH PROJECTS,"1,00,000"
07-Jul-23,DINESH PROJECTS,"10,00,000"
07-Jul-23,DINESH PROJECTS,"10,00,000"
07-Jul-23,DINESH PROJECTS,"10,00,000"
07-Jul-23,DIPAN  P  SHAH,"1,00,000"
07-Jul-23,DIPAN  P  SHAH,"1,00,000"
07-Jul-23,DIPAN  P  SHAH,"1,00,000"
07-Jul-23,DIPAN  P  SHAH,"10,00,000"
07-Jul-23,DIPAN  P  SHAH,"1,00,000"
07-Jul-23,DIPAN  P  SHAH,"1,00,000"
07-Jul-23,DIPAN  P  SHAH,"10,00,000"
07-Jul-23,ELLISBRIDGE ESTATES PVT LTD,"10,00,000"
07-Jul-23,ELLISBRIDGE ESTATES PVT LTD,"10,00,000"
07-Jul-23,ELLISBRIDGE ESTATES PVT LTD,"10,00,000"
07-Jul-23,ELLISBRIDGE ESTATES PVT LTD,"10,00,000"
07-Jul-23,ELLISBRIDGE ESTATES PVT LTD,"10,00,000"
07-Jul-23,FOR M/S SRI NIDHI CONSTRUCTIONS,"1,00,00,000"
07-Jul-23,G CHANDRASHEKHAR,"1,00,000"
07-Jul-23,G CHANDRASHEKHAR,"1,00,000"
07-Jul-23,G CHANDRASHEKHAR,"1,00,000"
07-Jul-23,G CHANDRASHEKHAR,"1,00,000"
07-Jul-23,G CHANDRASHEKHAR,"1,00,000"
07-Jul-23,GAJA ENGINEERING PVT LTD,"1,00,00,000"
07-Jul-23,GAJA ENGINEERING PVT LTD,"1,00,00,000"
07-Jul-23,GAJA ENGINEERING PVT LTD,"1,00,00,000"
07-Jul-23,GAJA ENGINEERING PVT LTD,"1,00,00,000"
07-Jul-23,GAJA ENGINEERING PVT LTD,"1,00,00,000"
07-Jul-23,KONARK RAJENDRA SHAH,"1,00,00,000"
07-Jul-23,LAURELSECURITIESPVTLTD,"1,00,00,000"
07-Jul-23,LAURELSECURITIESPVTLTD,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,"1,00,00,000"
07-Jul-23,MB POWER (MADHYA PRADESH) LTD,"1,00,00,000"
07-Jul-23,MB POWER (MADHYA PRADESH) LTD,"1,00,00,000"
07-Jul-23,MB POWER (MADHYA PRADESH) LTD,"1,00,00,000"
07-Jul-23,MB POWER (MADHYA PRADESH) LTD,"1,00,00,000"
07-Jul-23,MB POWER (MADHYA PRADESH) LTD,"1,00,00,000"
07-Jul-23,PUNIT DEVENDRABHAI BHANDERI,"1,000"
07-Jul-23,PURULIA BOTTLING PVT LTD,"10,00,000"
07-Jul-23,PURULIA BOTTLING PVT LTD,"10,00,000"
07-Jul-23,PURULIA BOTTLING PVT LTD,"10,00,000"
07-Jul-23,PURULIA BOTTLING PVT LTD,"10,00,000"
07-Jul-23,PURULIA BOTTLING PVT LTD,"1,00,00,000"
07-Jul-23,PURULIA BOTTLING PVT LTD,"10,00,000"
07-Jul-23,SAGAR CEMENTS LIMITED,"10,00,000"
07-Jul-23,SAGAR CEMENTS LIMITED,"10,00,000"
07-Jul-23,SAGAR CEMENTS LIMITED,"10,00,000"
07-Jul-23,SAGAR CEMENTS LIMITED,"10,00,000"
07-Jul-23,SAGAR CEMENTS LIMITED,"10,00,000"
07-Jul-23,SAGAR CEMENTS LIMITED,"10,00,000"
07-Jul-23,SAGAR CEMENTS LIMITED,"10,00,000"
07-Jul-23,SAGAR CEMENTS LIMITED,"10,00,000"
07-Jul-23,SAGAR CEMENTS LIMITED,"10,00,000"
07-Jul-23,SAGAR CEMENTS LIMITED,"10,00,000"
07-Jul-23,SAGAR CEMENTS LIMITED,"10,00,000"
07-Jul-23,SAGAR CEMENTS LIMITED,"10,00,000"
07-Jul-23,SAGAR CEMENTS LIMITED,"10,00,000"
07-Jul-23,SAGAR CEMENTS LIMITED,"10,00,000"
07-Jul-23,SAGAR CEMENTS LIMITED,"10,00,000"
07-Jul-23,SAGAR CEMENTS LIMITED,"10,00,000"
07-Jul-23,SAGAR CEMENTS LIMITED,"10,00,000"
